cpse_1,material_code_1,material_description_1,cpse_2,material_code_2,material_description_2,category,semantic_score,attribute_score,lexical_score,hybrid_score,confidence,conflicts,explanation,same_benchmark_group
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,ONGC,ONG1103,SS Plain Washer M10,Fastener,0.7197,0.0,0.8158,0.33219999074935913,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.720, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,SAIL,STL2047,SS WASHER M10 FLAT,Fastener,0.7197,0.0,0.8158,0.33219999074935913,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.720, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,BHEL,BHL1003,SS Flat Washer M10,Fastener,0.7197,0.0,0.8158,0.33219999074935913,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.720, Attribute=0.000, Lexical=0.816. Potential difference: material, size, grade/specification.",False
SAIL,STL7001,CS SEAMLESS PIPE DN50 SCH40,ONGC,ONG6602,Stainless Steel Pipe 25 NB Schedule 10,Pipe,0.7363,0.0,0.7429,0.3296000063419342,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.736, Attribute=0.000, Lexical=0.743. Potential difference: material, size, grade/specification.",False
ONGC,ONG6602,Stainless Steel Pipe 25 NB Schedule 10,BHEL,BHL1021,GI Pipe 40 NB Medium Class,Pipe,0.7459,0.0,0.6667,0.3230000138282776,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.746, Attribute=0.000, Lexical=0.667. Potential difference: material, size, grade/specification.",False
ONGC,ONG6602,Stainless Steel Pipe 25 NB Schedule 10,SAIL,STL7003,GI PIPE DN40 MEDIUM,Pipe,0.7459,0.0,0.6667,0.3230000138282776,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.746, Attribute=0.000, Lexical=0.667. Potential difference: material, size, grade/specification.",False
ONGC,ONG6601,Carbon Steel Seamless Pipe 50 NB Schedule 40,NTPC,NTP1103,40 NB Galvanized Iron Pipe Medium Grade,Pipe,0.7522,0.0,0.6333,0.32109999656677246,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.752, Attribute=0.000, Lexical=0.633. Potential difference: material, size, grade/specification.",False
ONGC,ONG6601,Carbon Steel Seamless Pipe 50 NB Schedule 40,BHEL,BHL1020,SS Seamless Pipe 25 NB Sch10,Pipe,0.7527,0.0,0.625,0.32010000944137573,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.753, Attribute=0.000, Lexical=0.625. Potential difference: material, size, grade/specification.",False
ONGC,ONG6601,Carbon Steel Seamless Pipe 50 NB Schedule 40,SAIL,STL7002,SS SEAMLESS PIPE DN25 SCH10,Pipe,0.7325,0.0,0.6897,0.3197000026702881,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.732, Attribute=0.000, Lexical=0.690. Potential difference: material, size, grade/specification.",False
ONGC,ONG6601,Carbon Steel Seamless Pipe 50 NB Schedule 40,NTPC,NTP1102,Stainless Steel Seamless Pipe 25 NB Schedule 10,Pipe,0.7325,0.0,0.6897,0.3197000026702881,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.732, Attribute=0.000, Lexical=0.690. Potential difference: material, size, grade/specification.",False
ONGC,ONG6601,Carbon Steel Seamless Pipe 50 NB Schedule 40,SAIL,STL7003,GI PIPE DN40 MEDIUM,Pipe,0.7598,0.0,0.5758,0.31630000472068787,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.760, Attribute=0.000, Lexical=0.576. Potential difference: material, size, grade/specification.",False
ONGC,ONG6601,Carbon Steel Seamless Pipe 50 NB Schedule 40,BHEL,BHL1021,GI Pipe 40 NB Medium Class,Pipe,0.7598,0.0,0.5758,0.31630000472068787,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.760, Attribute=0.000, Lexical=0.576. Potential difference: material, size, grade/specification.",False
SAIL,STL7001,CS SEAMLESS PIPE DN50 SCH40,BHEL,BHL1021,GI Pipe 40 NB Medium Class,Pipe,0.7235,0.0,0.6667,0.3118000030517578,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.724, Attribute=0.000, Lexical=0.667. Potential difference: material, size, grade/specification.",False
BHEL,BHL1019,MS Seamless Pipe 50 NB Sch40,ONGC,ONG6603,Galvanised Pipe 40 NB Medium Class,Pipe,0.7462,0.0,0.5672,0.30820000171661377,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.746, Attribute=0.000, Lexical=0.567. Potential difference: material, size, grade/specification.",False
BHEL,BHL1019,MS Seamless Pipe 50 NB Sch40,NTPC,NTP1103,40 NB Galvanized Iron Pipe Medium Grade,Pipe,0.7462,0.0,0.5672,0.30820000171661377,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.746, Attribute=0.000, Lexical=0.567. Potential difference: material, size, grade/specification.",False
NTPC,NTP1101,50 NB Carbon Steel Seamless Pipe Schedule 40,ONGC,ONG6602,Stainless Steel Pipe 25 NB Schedule 10,Pipe,0.7186,0.0,0.625,0.30300000309944153,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.719, Attribute=0.000, Lexical=0.625. Potential difference: material, size, grade/specification.",False
ONGC,ONG6602,Stainless Steel Pipe 25 NB Schedule 10,NTPC,NTP1103,40 NB Galvanized Iron Pipe Medium Grade,Pipe,0.7347,0.0,0.5507,0.30000001192092896,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.735, Attribute=0.000, Lexical=0.551. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,Fastener,0.6847,0.0,0.6875,0.2955000102519989,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.685, Attribute=0.000, Lexical=0.688. Potential difference: material, size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,Fastener,0.698,0.0,0.6389,0.2948000133037567,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.698, Attribute=0.000, Lexical=0.639. Potential difference: material, size, grade/specification.",False
BHEL,BHL1020,SS Seamless Pipe 25 NB Sch10,SAIL,STL7003,GI PIPE DN40 MEDIUM,Pipe,0.6948,0.0,0.641,0.2935999929904938,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.695, Attribute=0.000, Lexical=0.641. Potential difference: material, size, grade/specification.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.6809,0.0,0.6562,0.2888999879360199,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.681, Attribute=0.000, Lexical=0.656. Potential difference: material, size, grade/specification.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6972,0.0,0.6,0.28859999775886536,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.697, Attribute=0.000, Lexical=0.600. Potential difference: material, size, grade/specification.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6972,0.0,0.6,0.28859999775886536,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.697, Attribute=0.000, Lexical=0.600. Potential difference: material, size, grade/specification.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,SAIL,STL2048,SS HEX BOLT M10-60,Fastener,0.6849,0.0,0.6389,0.2883000075817108,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.685, Attribute=0.000, Lexical=0.639. Potential difference: material, size, grade/specification.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,BHEL,BHL1004,SS Bolt M10 X 60,Fastener,0.6849,0.0,0.6389,0.2883000075817108,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.685, Attribute=0.000, Lexical=0.639. Potential difference: material, size, grade/specification.",False
SAIL,STL7001,CS SEAMLESS PIPE DN50 SCH40,NTPC,NTP1103,40 NB Galvanized Iron Pipe Medium Grade,Pipe,0.7097,0.0,0.5507,0.2874999940395355,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.710, Attribute=0.000, Lexical=0.551. Potential difference: material, size, grade/specification.",False
SAIL,STL7001,CS SEAMLESS PIPE DN50 SCH40,ONGC,ONG6603,Galvanised Pipe 40 NB Medium Class,Pipe,0.7097,0.0,0.5507,0.2874999940395355,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.710, Attribute=0.000, Lexical=0.551. Potential difference: material, size, grade/specification.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,ONGC,ONG1104,Stainless Steel Bolt M10 by 60,Fastener,0.6676,0.0,0.6875,0.28690001368522644,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.668, Attribute=0.000, Lexical=0.688. Potential difference: material, size, grade/specification.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,ONGC,ONG1103,SS Plain Washer M10,Fastener,0.6779,0.0,0.6471,0.28600001335144043,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.678, Attribute=0.000, Lexical=0.647. Potential difference: material, size, grade/specification.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,SAIL,STL2047,SS WASHER M10 FLAT,Fastener,0.6779,0.0,0.6471,0.28600001335144043,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.678, Attribute=0.000, Lexical=0.647. Potential difference: material, size, grade/specification.",False
NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,BHEL,BHL1003,SS Flat Washer M10,Fastener,0.6779,0.0,0.6471,0.28600001335144043,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.678, Attribute=0.000, Lexical=0.647. Potential difference: material, size, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,NTPC,NTP5522,Mild Steel Hexagonal Nut 10 mm,Fastener,0.6822,0.0,0.6301,0.2856000065803528,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.682, Attribute=0.000, Lexical=0.630. Potential difference: material, size, grade/specification.",False
NTPC,NTP1101,50 NB Carbon Steel Seamless Pipe Schedule 40,ONGC,ONG6603,Galvanised Pipe 40 NB Medium Class,Pipe,0.6881,0.0,0.6032,0.28450000286102295,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.688, Attribute=0.000, Lexical=0.603. Potential difference: material, size, grade/specification.",False
SAIL,STL2046,MS HEX NUT M10,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6526,0.0,0.7027,0.2816999852657318,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.653, Attribute=0.000, Lexical=0.703. Potential difference: material, size, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6526,0.0,0.7027,0.2816999852657318,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.653, Attribute=0.000, Lexical=0.703. Potential difference: material, size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6427,0.0,0.7209,0.27950000762939453,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.643, Attribute=0.000, Lexical=0.721. Potential difference: material, size, grade/specification.",False
NTPC,NTP1101,50 NB Carbon Steel Seamless Pipe Schedule 40,BHEL,BHL1021,GI Pipe 40 NB Medium Class,Pipe,0.6911,0.0,0.5507,0.2782000005245209,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.691, Attribute=0.000, Lexical=0.551. Potential difference: material, size, grade/specification.",False
NTPC,NTP1101,50 NB Carbon Steel Seamless Pipe Schedule 40,SAIL,STL7003,GI PIPE DN40 MEDIUM,Pipe,0.6911,0.0,0.5507,0.2782000005245209,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.691, Attribute=0.000, Lexical=0.551. Potential difference: material, size, grade/specification.",False
ONGC,ONG3302,Carbon Steel Gate Valve 80 NB,BHEL,BHL1013,Butterfly Valve 100 NB PN16,Valve,0.6792,0.0,0.5862,0.2775000035762787,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.679, Attribute=0.000, Lexical=0.586. Potential difference: material, size, grade/specification.",False
ONGC,ONG3302,Carbon Steel Gate Valve 80 NB,SAIL,STL4004,DI Butterfly Valve 100NB PN16,Valve,0.6792,0.0,0.5862,0.2775000035762787,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.679, Attribute=0.000, Lexical=0.586. Potential difference: material, size, grade/specification.",False
ONGC,ONG3302,Carbon Steel Gate Valve 80 NB,NTPC,NTP7704,100 NB Butterfly Valve PN 16,Valve,0.6792,0.0,0.5862,0.2775000035762787,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.679, Attribute=0.000, Lexical=0.586. Potential difference: material, size, grade/specification.",False
NTPC,NTP7702,80 NB Gate Valve CL 150,ONGC,ONG3304,Butterfly Valve Size 100 NB Pressure PN16,Valve,0.6792,0.0,0.5862,0.2775000035762787,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.679, Attribute=0.000, Lexical=0.586. Potential difference: material, size, grade/specification.",False
NTPC,NTP7702,80 NB Gate Valve CL 150,BHEL,BHL1013,Butterfly Valve 100 NB PN16,Valve,0.6792,0.0,0.5862,0.2775000035762787,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.679, Attribute=0.000, Lexical=0.586. Potential difference: material, size, grade/specification.",False
NTPC,NTP7702,80 NB Gate Valve CL 150,SAIL,STL4004,DI Butterfly Valve 100NB PN16,Valve,0.6792,0.0,0.5862,0.2775000035762787,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.679, Attribute=0.000, Lexical=0.586. Potential difference: material, size, grade/specification.",False
BHEL,BHL1004,SS Bolt M10 X 60,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6453,0.0,0.6977,0.27730000019073486,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.645, Attribute=0.000, Lexical=0.698. Potential difference: material, size, grade/specification.",False
SAIL,STL2048,SS HEX BOLT M10-60,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6453,0.0,0.6977,0.27730000019073486,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.645, Attribute=0.000, Lexical=0.698. Potential difference: material, size, grade/specification.",False
SAIL,STL2045,SS HEX BOLT M10-50,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6393,0.0,0.7126,0.2766000032424927,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.639, Attribute=0.000, Lexical=0.713. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.6444,0.0,0.6944,0.27639999985694885,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.644, Attribute=0.000, Lexical=0.694. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.6444,0.0,0.6944,0.27639999985694885,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.644, Attribute=0.000, Lexical=0.694. Potential difference: material, size, grade/specification.",False
NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,ONGC,ONG1105,Galvanised Steel Bolt M12 75mm,Fastener,0.6522,0.0,0.6667,0.2761000096797943,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.652, Attribute=0.000, Lexical=0.667. Potential difference: material, size, grade/specification.",False
ONGC,ONG1104,Stainless Steel Bolt M10 by 60,NTPC,NTP5525,Galvanized Hexagonal Bolt 12mm x 75mm,Fastener,0.6522,0.0,0.6667,0.2761000096797943,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.652, Attribute=0.000, Lexical=0.667. Potential difference: material, size, grade/specification.",False
BHEL,BHL1020,SS Seamless Pipe 25 NB Sch10,ONGC,ONG6603,Galvanised Pipe 40 NB Medium Class,Pipe,0.6894,0.0,0.5278,0.27390000224113464,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.689, Attribute=0.000, Lexical=0.528. Potential difference: material, size, grade/specification.",False
BHEL,BHL1020,SS Seamless Pipe 25 NB Sch10,NTPC,NTP1103,40 NB Galvanized Iron Pipe Medium Grade,Pipe,0.6894,0.0,0.5278,0.27390000224113464,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.689, Attribute=0.000, Lexical=0.528. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6543,0.0,0.641,0.2732999920845032,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.654, Attribute=0.000, Lexical=0.641. Potential difference: material, size, grade/specification.",False
ONGC,ONG1101,Stainless Steel Bolt M10 by 50,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6543,0.0,0.641,0.2732999920845032,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.654, Attribute=0.000, Lexical=0.641. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6543,0.0,0.641,0.2732999920845032,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.654, Attribute=0.000, Lexical=0.641. Potential difference: material, size, grade/specification.",False
NTPC,NTP5521,Stainless Steel Hex Bolt 10mm x 50mm,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6543,0.0,0.641,0.2732999920845032,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.654, Attribute=0.000, Lexical=0.641. Potential difference: material, size, grade/specification.",False
ONGC,ONG1102,Mild Steel Nut Size M10,NTPC,NTP5523,Stainless Steel Plain Washer 10mm,Fastener,0.6256,0.0,0.7333,0.2727999985218048,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.626, Attribute=0.000, Lexical=0.733. Potential difference: material, size, grade/specification.",False
NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6597,0.0,0.6154,0.27219998836517334,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.615. Potential difference: material, size, grade/specification.",False
ONGC,ONG1104,Stainless Steel Bolt M10 by 60,SAIL,STL2049,GI HEX BOLT M12-75,Fastener,0.6597,0.0,0.6154,0.27219998836517334,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.615. Potential difference: material, size, grade/specification.",False
ONGC,ONG1104,Stainless Steel Bolt M10 by 60,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6597,0.0,0.6154,0.27219998836517334,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.615. Potential difference: material, size, grade/specification.",False
NTPC,NTP5524,Stainless Steel Hex Bolt 10mm x 60mm,BHEL,BHL1005,GI Hex Bolt M12 X 75,Fastener,0.6597,0.0,0.6154,0.27219998836517334,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.660, Attribute=0.000, Lexical=0.615. Potential difference: material, size, grade/specification.",False
BHEL,BHL1011,Gate Valve 80 NB Class 150,SAIL,STL4004,DI Butterfly Valve 100NB PN16,Valve,0.6886,0.0,0.5152,0.27160000801086426,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.689, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
SAIL,STL4002,CS GATE VALVE 80NB CLASS150,BHEL,BHL1013,Butterfly Valve 100 NB PN16,Valve,0.6886,0.0,0.5152,0.27160000801086426,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.689, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
BHEL,BHL1011,Gate Valve 80 NB Class 150,NTPC,NTP7704,100 NB Butterfly Valve PN 16,Valve,0.6886,0.0,0.5152,0.27160000801086426,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.689, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
SAIL,STL4002,CS GATE VALVE 80NB CLASS150,NTPC,NTP7704,100 NB Butterfly Valve PN 16,Valve,0.6886,0.0,0.5152,0.27160000801086426,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.689, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
SAIL,STL4002,CS GATE VALVE 80NB CLASS150,ONGC,ONG3304,Butterfly Valve Size 100 NB Pressure PN16,Valve,0.6886,0.0,0.5152,0.27160000801086426,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.689, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
BHEL,BHL1011,Gate Valve 80 NB Class 150,ONGC,ONG3304,Butterfly Valve Size 100 NB Pressure PN16,Valve,0.6886,0.0,0.5152,0.27160000801086426,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.689, Attribute=0.000, Lexical=0.515. Potential difference: material, size, grade/specification.",False
ONGC,ONG3301,Carbon Steel Gate Valve 50 NB 150 Class,BHEL,BHL1013,Butterfly Valve 100 NB PN16,Valve,0.6718,0.0,0.5667,0.27090001106262207,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.672, Attribute=0.000, Lexical=0.567. Potential difference: material, size, grade/specification.",False
ONGC,ONG3301,Carbon Steel Gate Valve 50 NB 150 Class,NTPC,NTP7704,100 NB Butterfly Valve PN 16,Valve,0.6718,0.0,0.5667,0.27090001106262207,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.672, Attribute=0.000, Lexical=0.567. Potential difference: material, size, grade/specification.",False
ONGC,ONG3301,Carbon Steel Gate Valve 50 NB 150 Class,SAIL,STL4004,DI Butterfly Valve 100NB PN16,Valve,0.6718,0.0,0.5667,0.27090001106262207,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.672, Attribute=0.000, Lexical=0.567. Potential difference: material, size, grade/specification.",False
NTPC,NTP7701,50 NB Gate Valve Class 150,SAIL,STL4004,DI Butterfly Valve 100NB PN16,Valve,0.6658,0.0,0.5862,0.27079999446868896,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.666, Attribute=0.000, Lexical=0.586. Potential difference: material, size, grade/specification.",False
NTPC,NTP7701,50 NB Gate Valve Class 150,ONGC,ONG3304,Butterfly Valve Size 100 NB Pressure PN16,Valve,0.6658,0.0,0.5862,0.27079999446868896,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.666, Attribute=0.000, Lexical=0.586. Potential difference: material, size, grade/specification.",False
NTPC,NTP7701,50 NB Gate Valve Class 150,BHEL,BHL1013,Butterfly Valve 100 NB PN16,Valve,0.6658,0.0,0.5862,0.27079999446868896,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.666, Attribute=0.000, Lexical=0.586. Potential difference: material, size, grade/specification.",False
NTPC,NTP1102,Stainless Steel Seamless Pipe 25 NB Schedule 10,ONGC,ONG6603,Galvanised Pipe 40 NB Medium Class,Pipe,0.6688,0.0,0.5758,0.27079999446868896,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.669, Attribute=0.000, Lexical=0.576. Potential difference: material, size, grade/specification.",False
SAIL,STL7002,SS SEAMLESS PIPE DN25 SCH10,NTPC,NTP1103,40 NB Galvanized Iron Pipe Medium Grade,Pipe,0.6688,0.0,0.5758,0.27079999446868896,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.669, Attribute=0.000, Lexical=0.576. Potential difference: material, size, grade/specification.",False
SAIL,STL7002,SS SEAMLESS PIPE DN25 SCH10,ONGC,ONG6603,Galvanised Pipe 40 NB Medium Class,Pipe,0.6688,0.0,0.5758,0.27079999446868896,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.669, Attribute=0.000, Lexical=0.576. Potential difference: material, size, grade/specification.",False
ONGC,ONG3303,CS Globe Valve 25 NB 150 Class,BHEL,BHL1013,Butterfly Valve 100 NB PN16,Valve,0.6732,0.0,0.5333,0.26660001277923584,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.673, Attribute=0.000, Lexical=0.533. Potential difference: material, size, grade/specification.",False
ONGC,ONG3303,CS Globe Valve 25 NB 150 Class,SAIL,STL4004,DI Butterfly Valve 100NB PN16,Valve,0.6732,0.0,0.5333,0.26660001277923584,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.673, Attribute=0.000, Lexical=0.533. Potential difference: material, size, grade/specification.",False
ONGC,ONG3303,CS Globe Valve 25 NB 150 Class,NTPC,NTP7704,100 NB Butterfly Valve PN 16,Valve,0.6732,0.0,0.5333,0.26660001277923584,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.673, Attribute=0.000, Lexical=0.533. Potential difference: material, size, grade/specification.",False
NTPC,NTP7703,25 NB Globe Valve CL 150,ONGC,ONG3304,Butterfly Valve Size 100 NB Pressure PN16,Valve,0.6638,0.0,0.5517,0.2646999955177307,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.664, Attribute=0.000, Lexical=0.552. Potential difference: material, size, grade/specification.",False
NTPC,NTP7703,25 NB Globe Valve CL 150,BHEL,BHL1013,Butterfly Valve 100 NB PN16,Valve,0.6638,0.0,0.5517,0.2646999955177307,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.664, Attribute=0.000, Lexical=0.552. Potential difference: material, size, grade/specification.",False
NTPC,NTP7703,25 NB Globe Valve CL 150,SAIL,STL4004,DI Butterfly Valve 100NB PN16,Valve,0.6638,0.0,0.5517,0.2646999955177307,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.664, Attribute=0.000, Lexical=0.552. Potential difference: material, size, grade/specification.",False
BHEL,BHL1002,MS Hex Nut M10,NTPC,NTP5523,Stainless Steel Plain Washer 10mm,Fastener,0.6256,0.0,0.6667,0.262800008058548,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.626, Attribute=0.000, Lexical=0.667. Potential difference: material, size, grade/specification.",False
SAIL,STL2046,MS HEX NUT M10,NTPC,NTP5523,Stainless Steel Plain Washer 10mm,Fastener,0.6256,0.0,0.6667,0.262800008058548,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.626, Attribute=0.000, Lexical=0.667. Potential difference: material, size, grade/specification.",False
BHEL,BHL1001,SS Bolt M10 X 50,SAIL,STL2046,MS HEX NUT M10,Fastener,0.6044,0.0,0.7368,0.26269999146461487,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.604, Attribute=0.000, Lexical=0.737. Potential difference: material, size, grade/specification.",False
NTPC,NTP1102,Stainless Steel Seamless Pipe 25 NB Schedule 10,SAIL,STL7003,GI PIPE DN40 MEDIUM,Pipe,0.6659,0.0,0.5278,0.2621000111103058,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.666, Attribute=0.000, Lexical=0.528. Potential difference: material, size, grade/specification.",False
SAIL,STL7002,SS SEAMLESS PIPE DN25 SCH10,BHEL,BHL1021,GI Pipe 40 NB Medium Class,Pipe,0.6659,0.0,0.5278,0.2621000111103058,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.666, Attribute=0.000, Lexical=0.528. Potential difference: material, size, grade/specification.",False
NTPC,NTP1102,Stainless Steel Seamless Pipe 25 NB Schedule 10,BHEL,BHL1021,GI Pipe 40 NB Medium Class,Pipe,0.6659,0.0,0.5278,0.2621000111103058,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.666, Attribute=0.000, Lexical=0.528. Potential difference: material, size, grade/specification.",False
